#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1506,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T22:25:46.728891941Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1506,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-30T19:51:40.089875825Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1507,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T22:25:46.728891941Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1507,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-30T19:51:40.089875825Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1508,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T22:25:46.728891941Z,14.62,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1508,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-30T19:51:40.089875825Z,37.6,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1509,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T22:25:46.728891941Z,0.69,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1509,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-30T19:51:40.089875825Z,0.52,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-02T02:28:26.311373773Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T16:27:29.107886478Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T17:08:30.434508156Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T15:43:08.115621103Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T19:02:51.864203383Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T18:10:38.308850865Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T11:17:06.824610216Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:14:44.328745588Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:16:44.433345374Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:21:44.592724151Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-02T02:28:26.311373773Z,25.27,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T16:27:29.107886478Z,22.23,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T17:08:30.434508156Z,79.89,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T15:43:08.115621103Z,68.9,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T19:02:51.864203383Z,15.99,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T18:10:38.308850865Z,66.4,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T11:17:06.824610216Z,54.04,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:14:44.328745588Z,89.47,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:16:44.433345374Z,62.75,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:21:44.592724151Z,17.35,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-02T02:28:26.311373773Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T16:27:29.107886478Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T17:08:30.434508156Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T15:43:08.115621103Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T19:02:51.864203383Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T18:10:38.308850865Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T11:17:06.824610216Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:14:44.328745588Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:16:44.433345374Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1512,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:21:44.592724151Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-02T02:28:26.311373773Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T16:27:29.107886478Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T17:08:30.434508156Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T15:43:08.115621103Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T19:02:51.864203383Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T18:10:38.308850865Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1513,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T11:17:06.824610216Z,4,severity,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-02T02:28:26.311373773Z,25.57,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T16:27:29.107886478Z,22.93,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T17:08:30.434508156Z,80.8,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T15:43:08.115621103Z,70.65,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T19:02:51.864203383Z,18.72,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T18:10:38.308850865Z,67.35000000000001,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T11:17:06.824610216Z,55.05,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:14:44.328745588Z,89.92999999999999,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:16:44.433345374Z,63.21,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1514,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:21:44.592724151Z,18.01,total_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-02T02:28:26.311373773Z,0.3,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T16:27:29.107886478Z,0.7,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T17:08:30.434508156Z,0.91,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T15:43:08.115621103Z,1.75,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T19:02:51.864203383Z,2.73,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T18:10:38.308850865Z,0.95,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T11:17:06.824610216Z,1.01,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:14:44.328745588Z,0.46,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:16:44.433345374Z,0.46,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1515,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T17:21:44.592724151Z,0.66,up_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1516,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,100,connections,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1516,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T22:37:08.252804017Z,87,connections,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1517,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1517,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T22:37:08.252804017Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1518,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,25.13,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1518,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T22:37:08.252804017Z,66.92,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1519,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,0.26,fail_ratio,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1519,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T22:37:08.252804017Z,0.22988505747126436,fail_ratio,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1520,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,39,global_ips,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1520,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T22:37:08.252804017Z,35,global_ips,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1521,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,7,global_ports,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1521,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T22:37:08.252804017Z,7,global_ports,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1522,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T17:56:56.368421827Z,UDP/443,service,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
