#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,mac,mode,vendor
,,0,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:03:49.403855134Z,10.4.194.126,ip,anomaly_unknown_mac,00:e0:4c:bc:2f:82,home,REALTEK SEMICONDUCTOR CORP.

#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,mac,mode,vendor
,,1,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:03:49.403855134Z,3,severity,anomaly_unknown_mac,00:e0:4c:bc:2f:82,home,REALTEK SEMICONDUCTOR CORP.

#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,mac,mode,vendor
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:48:53.64860068Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:50:02.724937216Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:50:59.77302Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:52:02.822978138Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:52:59.864520714Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:54:02.917031824Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:54:59.889291615Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:55:29.978787619Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:56:02.949633812Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:56:59.989978811Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:58:03.037225213Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:58:59.075698297Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T19:59:32.091178337Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:00:14.15880413Z,192.168.69.215,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:00:55.226892649Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:01:27.20715927Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:02:16.239388072Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:03:04.25928375Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:03:39.357104534Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:04:34.498205558Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:05:04.588607282Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:05:49.903469696Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:06:34.494385234Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:07:24.51836708Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:08:39.510837221Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:09:24.598808649Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:10:34.656806122Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:11:24.678697365Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:12:34.739066493Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:13:24.758654237Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:14:34.827182098Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:15:24.858769256Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:16:09.883062439Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:17:03.920284151Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:17:39.921709312Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:18:33.933938241Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:19:04.020225605Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:20:34.02823133Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:21:04.118690653Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:21:39.141158691Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:22:34.160339405Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:23:25.19249849Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:24:34.254022714Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:25:25.28098559Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:26:28.336387719Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:27:04.337482312Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:28:34.437060245Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:29:24.462436689Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:30:34.521479Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:31:24.550843693Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:32:34.621209047Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:33:24.644803783Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:34:16.674923779Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:35:04.697861639Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:35:39.799151092Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:36:34.807963697Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:37:24.835649128Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:38:33.894400905Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:39:04.884130012Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:39:39.979009613Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:40:33.986037135Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:41:25.021592352Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:42:34.08873111Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:43:25.11411415Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:44:34.175843644Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:45:25.204654944Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:46:34.282030251Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:47:09.279252419Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:48:34.367035028Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:49:25.393780673Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:50:34.456647168Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:51:25.482172877Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:52:34.536626813Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:53:25.558603235Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:54:34.614872737Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:55:24.646924931Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:56:34.718433482Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:57:24.750638688Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:58:34.80914854Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T20:59:24.828834318Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:00:34.895566977Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:01:24.923843239Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:02:33.988132801Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:03:04.975984691Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:04:34.079937921Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:05:05.066772479Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:06:34.164831705Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:07:05.155932322Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:07:39.223406407Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:08:35.262942331Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:09:25.291257087Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:10:34.358776446Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:11:25.384694617Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:12:34.449758916Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:13:25.472030527Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:14:34.53252493Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:15:25.558642205Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:16:34.623297775Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:17:25.652229883Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:18:10.665540536Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:19:04.703730108Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:19:39.677744722Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:20:34.809593869Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-04T21:21:24.832984429Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T01:25:13.252854334Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T01:26:02.461486416Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:22:43.44659759Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:23:32.059715065Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:25:23.002927518Z,0.0.0.0,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:26:00.166119141Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:27:08.535493178Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:27:58.044872724Z,0.0.0.0,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:28:41.123790722Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:29:32.14230408Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:30:11.138216558Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:30:46.202736362Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:31:35.222506075Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:32:10.712778559Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:32:45.175454455Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:33:35.285773152Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:34:10.576265315Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:34:45.640228479Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:35:35.75045095Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:36:11.040601842Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:36:45.302610484Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:37:35.516244562Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:38:10.505998717Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:38:45.569394033Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
,,18,1970-01-01T00:00:00Z,2026-04-16T23:37:29.884423418Z,2026-04-05T02:39:34.580490293Z,192.168.69.208,ip,anomaly_unknown_mac,74:5d:22:94:8c:a6,home,Neznamy
